claim_id,claim_name,claim_node_type,artifact_id,filename,artifact_type,relation,source_span,verification_status,notes,node_type,type
RA-SIM-NATIVE-COMPONENT-DECOUPLE-001,Native component decoupling audit detects orientation/support/frontier confounding,claim,ART-SIM-NATIVE-COMPONENT-DECOUPLE-001,ra_component_decoupling_audit_v1_1.csv,csv,analysis_evidence,,packet_local_validated_pending_canonical,active-schema proposal; manually translate before registry application,claim,analysis_evidence
RA-SIM-NATIVE-COMPONENT-DECOUPLE-001,Native component decoupling audit detects orientation/support/frontier confounding,claim,ART-SIM-NATIVE-COMPONENT-DECOUPLE-002,ra_component_partial_correlation_v1_1.csv,csv,analysis_evidence,,packet_local_validated_pending_canonical,active-schema proposal; manually translate before registry application,claim,analysis_evidence
RA-SIM-NATIVE-COMPONENT-DECOUPLE-001,Native component decoupling audit detects orientation/support/frontier confounding,claim,ART-SIM-NATIVE-COMPONENT-DECOUPLE-003,ra_ledger_orientation_specificity_comparison_v1_1.csv,csv,analysis_evidence,,packet_local_validated_pending_canonical,active-schema proposal; manually translate before registry application,claim,analysis_evidence
RA-SIM-NATIVE-COMPONENT-DECOUPLE-001,Native component decoupling audit detects orientation/support/frontier confounding,claim,ART-SIM-NATIVE-COMPONENT-DECOUPLE-004,ra_matched_overlap_strata_v1_1.csv,csv,analysis_evidence,,packet_local_validated_pending_canonical,active-schema proposal; manually translate before registry application,claim,analysis_evidence
RA-SIM-NATIVE-COMPONENT-DECOUPLE-001,Native component decoupling audit detects orientation/support/frontier confounding,claim,ART-SIM-NATIVE-COMPONENT-DECOUPLE-005,ra_native_component_decoupling_state_v1_1.json,json,analysis_evidence,,packet_local_validated_pending_canonical,active-schema proposal; manually translate before registry application,claim,analysis_evidence
RA-SIM-NATIVE-COMPONENT-DECOUPLE-001,Native component decoupling audit detects orientation/support/frontier confounding,claim,ART-SIM-NATIVE-COMPONENT-DECOUPLE-006,ra_native_component_decoupling_summary_v1_1.csv,csv,analysis_evidence,,packet_local_validated_pending_canonical,active-schema proposal; manually translate before registry application,claim,analysis_evidence
RA-SIM-NATIVE-COMPONENT-DECOUPLE-001,Native component decoupling audit detects orientation/support/frontier confounding,claim,ART-SIM-NATIVE-COMPONENT-DECOUPLE-007,ra_native_component_decoupling_summary_v1_1.md,md,analysis_evidence,,packet_local_validated_pending_canonical,active-schema proposal; manually translate before registry application,claim,analysis_evidence
RA-SIM-NATIVE-COMPONENT-DECOUPLE-001,Native component decoupling audit detects orientation/support/frontier confounding,claim,ART-SIM-NATIVE-COMPONENT-DECOUPLE-008,ra_orientation_ablation_after_support_control_v1_1.csv,csv,analysis_evidence,,packet_local_validated_pending_canonical,active-schema proposal; manually translate before registry application,claim,analysis_evidence
RA-SIM-NATIVE-COMPONENT-DECOUPLE-001,Native component decoupling audit detects orientation/support/frontier confounding,claim,ART-SIM-NATIVE-COMPONENT-DECOUPLE-009,ra_orientation_specificity_by_mode_v1_1.csv,csv,analysis_evidence,,packet_local_validated_pending_canonical,active-schema proposal; manually translate before registry application,claim,analysis_evidence
RA-SIM-NATIVE-COMPONENT-DECOUPLE-001,Native component decoupling audit detects orientation/support/frontier confounding,claim,ART-SIM-NATIVE-COMPONENT-DECOUPLE-010,ra_native_component_decoupling.py,py,analysis_evidence,,packet_local_validated_pending_canonical,active-schema proposal; manually translate before registry application,claim,analysis_evidence
RA-SIM-NATIVE-COMPONENT-DECOUPLE-002,Ledger attribution is separated while orientation attribution remains joint-proxy in v1.1,claim,ART-SIM-NATIVE-COMPONENT-DECOUPLE-001,ra_component_decoupling_audit_v1_1.csv,csv,analysis_evidence,,packet_local_validated_pending_canonical,active-schema proposal; manually translate before registry application,claim,analysis_evidence
RA-SIM-NATIVE-COMPONENT-DECOUPLE-002,Ledger attribution is separated while orientation attribution remains joint-proxy in v1.1,claim,ART-SIM-NATIVE-COMPONENT-DECOUPLE-002,ra_component_partial_correlation_v1_1.csv,csv,analysis_evidence,,packet_local_validated_pending_canonical,active-schema proposal; manually translate before registry application,claim,analysis_evidence
RA-SIM-NATIVE-COMPONENT-DECOUPLE-002,Ledger attribution is separated while orientation attribution remains joint-proxy in v1.1,claim,ART-SIM-NATIVE-COMPONENT-DECOUPLE-003,ra_ledger_orientation_specificity_comparison_v1_1.csv,csv,analysis_evidence,,packet_local_validated_pending_canonical,active-schema proposal; manually translate before registry application,claim,analysis_evidence
RA-SIM-NATIVE-COMPONENT-DECOUPLE-002,Ledger attribution is separated while orientation attribution remains joint-proxy in v1.1,claim,ART-SIM-NATIVE-COMPONENT-DECOUPLE-004,ra_matched_overlap_strata_v1_1.csv,csv,analysis_evidence,,packet_local_validated_pending_canonical,active-schema proposal; manually translate before registry application,claim,analysis_evidence
RA-SIM-NATIVE-COMPONENT-DECOUPLE-002,Ledger attribution is separated while orientation attribution remains joint-proxy in v1.1,claim,ART-SIM-NATIVE-COMPONENT-DECOUPLE-005,ra_native_component_decoupling_state_v1_1.json,json,analysis_evidence,,packet_local_validated_pending_canonical,active-schema proposal; manually translate before registry application,claim,analysis_evidence
RA-SIM-NATIVE-COMPONENT-DECOUPLE-002,Ledger attribution is separated while orientation attribution remains joint-proxy in v1.1,claim,ART-SIM-NATIVE-COMPONENT-DECOUPLE-006,ra_native_component_decoupling_summary_v1_1.csv,csv,analysis_evidence,,packet_local_validated_pending_canonical,active-schema proposal; manually translate before registry application,claim,analysis_evidence
RA-SIM-NATIVE-COMPONENT-DECOUPLE-002,Ledger attribution is separated while orientation attribution remains joint-proxy in v1.1,claim,ART-SIM-NATIVE-COMPONENT-DECOUPLE-007,ra_native_component_decoupling_summary_v1_1.md,md,analysis_evidence,,packet_local_validated_pending_canonical,active-schema proposal; manually translate before registry application,claim,analysis_evidence
RA-SIM-NATIVE-COMPONENT-DECOUPLE-002,Ledger attribution is separated while orientation attribution remains joint-proxy in v1.1,claim,ART-SIM-NATIVE-COMPONENT-DECOUPLE-008,ra_orientation_ablation_after_support_control_v1_1.csv,csv,analysis_evidence,,packet_local_validated_pending_canonical,active-schema proposal; manually translate before registry application,claim,analysis_evidence
RA-SIM-NATIVE-COMPONENT-DECOUPLE-002,Ledger attribution is separated while orientation attribution remains joint-proxy in v1.1,claim,ART-SIM-NATIVE-COMPONENT-DECOUPLE-009,ra_orientation_specificity_by_mode_v1_1.csv,csv,analysis_evidence,,packet_local_validated_pending_canonical,active-schema proposal; manually translate before registry application,claim,analysis_evidence
RA-SIM-NATIVE-COMPONENT-DECOUPLE-002,Ledger attribution is separated while orientation attribution remains joint-proxy in v1.1,claim,ART-SIM-NATIVE-COMPONENT-DECOUPLE-010,ra_native_component_decoupling.py,py,analysis_evidence,,packet_local_validated_pending_canonical,active-schema proposal; manually translate before registry application,claim,analysis_evidence
