claim_id,claim_name,claim_node_type,artifact_id,filename,artifact_type,relation,source_span,verification_status,notes,node_type,type
RA-SIM-MOTIF-ORIENT-001,Simulator v0.4 implements orientation-gated support certification,claim,ART-SIM-MOTIF-ORIENT-v0_4-SOURCE,simulator/ra_causal_dag_simulator.py,python,formal_anchor,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-001,Simulator v0.4 implements orientation-gated support certification,claim,ART-SIM-MOTIF-ORIENT-v0_4-TESTS,tests/test_v0_4_orientation_support.py,python,test_validation,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-001,Simulator v0.4 implements orientation-gated support certification,claim,ART-SIM-MOTIF-ORIENT-v0_4-REPORT,reports/RA_CausalDAG_MotifCommitSimulator_v0_4_May04_2026_Report.md,md,simulation_report,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-001,Simulator v0.4 implements orientation-gated support certification,claim,ART-SIM-MOTIF-ORIENT-v0_4-BRIDGE,bridge/simulator_to_lean_orientation_support_v0_4.md,md,bridge_mapping,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-001,Simulator v0.4 implements orientation-gated support certification,claim,ART-SIM-MOTIF-ORIENT-v0_4-VALIDATION,reports/validation_unittest_v0_4.log,log,test_validation,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-002,Orientation witness gates separate finite support from certified orientation support,claim,ART-SIM-MOTIF-ORIENT-v0_4-SOURCE,simulator/ra_causal_dag_simulator.py,python,formal_anchor,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-002,Orientation witness gates separate finite support from certified orientation support,claim,ART-SIM-MOTIF-ORIENT-v0_4-TESTS,tests/test_v0_4_orientation_support.py,python,test_validation,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-002,Orientation witness gates separate finite support from certified orientation support,claim,ART-SIM-MOTIF-ORIENT-v0_4-REPORT,reports/RA_CausalDAG_MotifCommitSimulator_v0_4_May04_2026_Report.md,md,simulation_report,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-002,Orientation witness gates separate finite support from certified orientation support,claim,ART-SIM-MOTIF-ORIENT-v0_4-BRIDGE,bridge/simulator_to_lean_orientation_support_v0_4.md,md,bridge_mapping,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-002,Orientation witness gates separate finite support from certified orientation support,claim,ART-SIM-MOTIF-ORIENT-v0_4-VALIDATION,reports/validation_unittest_v0_4.log,log,test_validation,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-003,Unsupported orientation-defective competitors do not block certified-ready motifs,claim,ART-SIM-MOTIF-ORIENT-v0_4-SOURCE,simulator/ra_causal_dag_simulator.py,python,formal_anchor,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-003,Unsupported orientation-defective competitors do not block certified-ready motifs,claim,ART-SIM-MOTIF-ORIENT-v0_4-TESTS,tests/test_v0_4_orientation_support.py,python,test_validation,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-003,Unsupported orientation-defective competitors do not block certified-ready motifs,claim,ART-SIM-MOTIF-ORIENT-v0_4-REPORT,reports/RA_CausalDAG_MotifCommitSimulator_v0_4_May04_2026_Report.md,md,simulation_report,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-003,Unsupported orientation-defective competitors do not block certified-ready motifs,claim,ART-SIM-MOTIF-ORIENT-v0_4-BRIDGE,bridge/simulator_to_lean_orientation_support_v0_4.md,md,bridge_mapping,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-003,Unsupported orientation-defective competitors do not block certified-ready motifs,claim,ART-SIM-MOTIF-ORIENT-v0_4-VALIDATION,reports/validation_unittest_v0_4.log,log,test_validation,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-004,Selector closure runs downstream of orientation-certified readiness,claim,ART-SIM-MOTIF-ORIENT-v0_4-SOURCE,simulator/ra_causal_dag_simulator.py,python,formal_anchor,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-004,Selector closure runs downstream of orientation-certified readiness,claim,ART-SIM-MOTIF-ORIENT-v0_4-TESTS,tests/test_v0_4_orientation_support.py,python,test_validation,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-004,Selector closure runs downstream of orientation-certified readiness,claim,ART-SIM-MOTIF-ORIENT-v0_4-REPORT,reports/RA_CausalDAG_MotifCommitSimulator_v0_4_May04_2026_Report.md,md,simulation_report,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-004,Selector closure runs downstream of orientation-certified readiness,claim,ART-SIM-MOTIF-ORIENT-v0_4-BRIDGE,bridge/simulator_to_lean_orientation_support_v0_4.md,md,bridge_mapping,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-004,Selector closure runs downstream of orientation-certified readiness,claim,ART-SIM-MOTIF-ORIENT-v0_4-VALIDATION,reports/validation_unittest_v0_4.log,log,test_validation,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-005,Simulator incompatibility can be witnessed by orientation conflict domains,claim,ART-SIM-MOTIF-ORIENT-v0_4-SOURCE,simulator/ra_causal_dag_simulator.py,python,formal_anchor,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-005,Simulator incompatibility can be witnessed by orientation conflict domains,claim,ART-SIM-MOTIF-ORIENT-v0_4-TESTS,tests/test_v0_4_orientation_support.py,python,test_validation,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-005,Simulator incompatibility can be witnessed by orientation conflict domains,claim,ART-SIM-MOTIF-ORIENT-v0_4-REPORT,reports/RA_CausalDAG_MotifCommitSimulator_v0_4_May04_2026_Report.md,md,simulation_report,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-005,Simulator incompatibility can be witnessed by orientation conflict domains,claim,ART-SIM-MOTIF-ORIENT-v0_4-BRIDGE,bridge/simulator_to_lean_orientation_support_v0_4.md,md,bridge_mapping,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-005,Simulator incompatibility can be witnessed by orientation conflict domains,claim,ART-SIM-MOTIF-ORIENT-v0_4-VALIDATION,reports/validation_unittest_v0_4.log,log,test_validation,,python_unittest_validated,v0.4 orientation-gated simulator packet,claim,claim_artifact_edge
RA-SIM-MOTIF-ORIENT-METHOD-001,"Orientation-gated simulator semantics remain RA-native modeling, not inherited-theory simulation",framing,ART-SIM-MOTIF-ORIENT-v0_4-REPORT,reports/RA_CausalDAG_MotifCommitSimulator_v0_4_May04_2026_Report.md,md,modeling_guardrail_report,,recorded,RA-native vocabulary discipline,framing,claim_artifact_edge
