claim_id,claim_name,claim_node_type,artifact_id,filename,artifact_type,relation,source_span,verification_status,notes,node_type,type
RA-SIM-NATIVE-CERT-CALIB-001,Native-overlap family-semantics signal carriers can be audited independently of new simulator semantics,claim,ART-SIM-NATIVE-CERT-CALIB-SOURCE-v0_9_2,ra_native_overlap_calibration_audit.py,py,analysis_source,,canonical_run_confirmed,active RAKB v0.5 12-column edge upsert,claim,analysis_source
RA-SIM-NATIVE-CERT-CALIB-002,Native-overlap bins can be calibrated against external certificate-correlation baselines,claim,ART-SIM-NATIVE-CERT-CALIB-SOURCE-v0_9_2,ra_native_overlap_calibration_audit.py,py,analysis_source,,canonical_run_confirmed,active RAKB v0.5 12-column edge upsert,claim,analysis_source
RA-SIM-NATIVE-CERT-CALIB-003,v0.9.2 identifies candidate support-family semantics for v1.0 native-certificate anchoring,claim,ART-SIM-NATIVE-CERT-CALIB-SOURCE-v0_9_2,ra_native_overlap_calibration_audit.py,py,analysis_source,,canonical_run_confirmed,active RAKB v0.5 12-column edge upsert,claim,analysis_source
RA-SIM-NATIVE-CERT-CALIB-001,Native-overlap family-semantics signal carriers can be audited independently of new simulator semantics,claim,ART-SIM-NATIVE-CERT-CALIB-REPORT-v0_9_2,RA_CausalDAG_MotifCommitSimulator_v0_9_2_NativeOverlapCalibration_Report_May05_2026.md,md,analysis_report,,canonical_run_confirmed,active RAKB v0.5 12-column edge upsert,claim,analysis_report
RA-SIM-NATIVE-CERT-CALIB-002,Native-overlap bins can be calibrated against external certificate-correlation baselines,claim,ART-SIM-NATIVE-CERT-CALIB-REPORT-v0_9_2,RA_CausalDAG_MotifCommitSimulator_v0_9_2_NativeOverlapCalibration_Report_May05_2026.md,md,analysis_report,,canonical_run_confirmed,active RAKB v0.5 12-column edge upsert,claim,analysis_report
RA-SIM-NATIVE-CERT-CALIB-003,v0.9.2 identifies candidate support-family semantics for v1.0 native-certificate anchoring,claim,ART-SIM-NATIVE-CERT-CALIB-REPORT-v0_9_2,RA_CausalDAG_MotifCommitSimulator_v0_9_2_NativeOverlapCalibration_Report_May05_2026.md,md,analysis_report,,canonical_run_confirmed,active RAKB v0.5 12-column edge upsert,claim,analysis_report
RA-SIM-NATIVE-CERT-CALIB-001,Native-overlap family-semantics signal carriers can be audited independently of new simulator semantics,claim,ART-SIM-NATIVE-CERT-CALIB-VALIDATION-v0_9_2,validation_unittest_v0_9_2.log,log,validation_log,,canonical_run_confirmed,active RAKB v0.5 12-column edge upsert,claim,validation_log
RA-SIM-NATIVE-CERT-CALIB-001,Native-overlap family-semantics signal carriers can be audited independently of new simulator semantics,claim,ART-SIM-NATIVE-CERT-CALIB-SEMANTICS-AUDIT-v0_9_2,ra_native_overlap_semantics_audit_v0_9_2.csv,csv,analysis_output,,canonical_run_validated,active RAKB v0.5 12-column edge upsert,claim,analysis_output
RA-SIM-NATIVE-CERT-CALIB-003,v0.9.2 identifies candidate support-family semantics for v1.0 native-certificate anchoring,claim,ART-SIM-NATIVE-CERT-CALIB-SEMANTICS-AUDIT-v0_9_2,ra_native_overlap_semantics_audit_v0_9_2.csv,csv,analysis_output,,canonical_run_validated,active RAKB v0.5 12-column edge upsert,claim,analysis_output
RA-SIM-NATIVE-CERT-CALIB-001,Native-overlap family-semantics signal carriers can be audited independently of new simulator semantics,claim,ART-SIM-NATIVE-CERT-CALIB-LEDGER-AUDIT-v0_9_2,ra_ledger_atleastk_zero_baseline_audit_v0_9_2.csv,csv,analysis_output,,canonical_run_validated,active RAKB v0.5 12-column edge upsert,claim,analysis_output
RA-SIM-NATIVE-CERT-CALIB-002,Native-overlap bins can be calibrated against external certificate-correlation baselines,claim,ART-SIM-NATIVE-CERT-CALIB-CURVE-v0_9_2,ra_native_overlap_calibration_curve_v0_9_2.csv,csv,analysis_output,,canonical_run_validated,active RAKB v0.5 12-column edge upsert,claim,analysis_output
RA-SIM-NATIVE-CERT-CALIB-002,Native-overlap bins can be calibrated against external certificate-correlation baselines,claim,ART-SIM-NATIVE-CERT-CALIB-MAPPING-v0_9_2,ra_native_vs_external_correlation_mapping_v0_9_2.csv,csv,analysis_output,,canonical_run_validated,active RAKB v0.5 12-column edge upsert,claim,analysis_output
RA-SIM-NATIVE-CERT-CALIB-001,Native-overlap family-semantics signal carriers can be audited independently of new simulator semantics,claim,ART-SIM-NATIVE-CERT-CALIB-SIGNAL-CARRIERS-v0_9_2,ra_family_semantics_signal_carriers_v0_9_2.csv,csv,analysis_output,,canonical_run_validated,active RAKB v0.5 12-column edge upsert,claim,analysis_output
RA-SIM-NATIVE-CERT-CALIB-003,v0.9.2 identifies candidate support-family semantics for v1.0 native-certificate anchoring,claim,ART-SIM-NATIVE-CERT-CALIB-SIGNAL-CARRIERS-v0_9_2,ra_family_semantics_signal_carriers_v0_9_2.csv,csv,analysis_output,,canonical_run_validated,active RAKB v0.5 12-column edge upsert,claim,analysis_output
RA-SIM-NATIVE-CERT-CALIB-003,v0.9.2 identifies candidate support-family semantics for v1.0 native-certificate anchoring,claim,ART-SIM-NATIVE-CERT-CALIB-V1-SUMMARY-MD-v0_9_2,ra_native_overlap_v1_candidate_summary_v0_9_2.md,md,analysis_summary,,canonical_run_validated,active RAKB v0.5 12-column edge upsert,claim,analysis_summary
RA-SIM-NATIVE-CERT-CALIB-003,v0.9.2 identifies candidate support-family semantics for v1.0 native-certificate anchoring,claim,ART-SIM-NATIVE-CERT-CALIB-V1-SUMMARY-CSV-v0_9_2,ra_native_overlap_v1_candidate_summary_v0_9_2.csv,csv,analysis_summary,,canonical_run_validated,active RAKB v0.5 12-column edge upsert,claim,analysis_summary
RA-SIM-NATIVE-CERT-CALIB-001,Native-overlap family-semantics signal carriers can be audited independently of new simulator semantics,claim,ART-SIM-NATIVE-CERT-CALIB-STATE-v0_9_2,ra_native_overlap_calibration_state_v0_9_2.json,json,analysis_summary,,canonical_run_validated,active RAKB v0.5 12-column edge upsert,claim,analysis_summary
RA-SIM-NATIVE-CERT-CALIB-002,Native-overlap bins can be calibrated against external certificate-correlation baselines,claim,ART-SIM-NATIVE-CERT-CALIB-STATE-v0_9_2,ra_native_overlap_calibration_state_v0_9_2.json,json,analysis_summary,,canonical_run_validated,active RAKB v0.5 12-column edge upsert,claim,analysis_summary
RA-SIM-NATIVE-CERT-CALIB-003,v0.9.2 identifies candidate support-family semantics for v1.0 native-certificate anchoring,claim,ART-SIM-NATIVE-CERT-CALIB-STATE-v0_9_2,ra_native_overlap_calibration_state_v0_9_2.json,json,analysis_summary,,canonical_run_validated,active RAKB v0.5 12-column edge upsert,claim,analysis_summary
RA-SIM-NATIVE-CERT-CALIB-METHOD-001,"Native-overlap calibration is diagnostic, not a final overlap law",framing,ART-SIM-NATIVE-CERT-CALIB-V1-SUMMARY-MD-v0_9_2,ra_native_overlap_v1_candidate_summary_v0_9_2.md,md,modeling_guardrail,,canonical_run_validated,active RAKB v0.5 12-column edge upsert,framing,modeling_guardrail
